STATUS,START,END,SIZE,COMMIT_START,COMMIT_END,NUM_DIFF_EXCEPTION,EXCEPTION_:_SIZE
BUILD_FAILURE,0,95,96,1cf5eaf0b3e64bb161ef95a742a82cbff7fee8a5,e3410d73e55248fefa7eb492977cc2a1e3795c51,2,DependencyResolutionException1:87;ArtifactResolutionException2:9;
