STATUS,START,END,SIZE,COMMIT_START,COMMIT_END,NUM_DIFF_EXCEPTION,EXCEPTION_:_SIZE
NO_POM,0,13,14,d53e493a4f7a70596f4331e398b8a935dcf78baf,bf4fc8691ab22d45376a7a4c9f7f3785b91d1d9d,0, 
BUILD_SUCCESSFUL,14,36,23,ee310b9602d3e0b2a9dcfbf54975d3bd71ae0490,4db2e8f1380925509f9821f66fd0d48229797793,0, 
BUILD_FAILURE,37,38,2,571b04d4a4070e4cb1c2321e28a63c705b80dc44,fc83bfebac167b3c297325edd7701aa10ad7c697,1,DependencyResolutionException1:2;
BUILD_SUCCESSFUL,39,42,4,0428832b6611c4d609edff0517bb410c34824712,444d9823c1710c449cc37c48fefa2e4c012fc765,0, 
BUILD_FAILURE,43,43,1,2dc4faa49e1ac9ddc102ebf363369d19a812cad5,2dc4faa49e1ac9ddc102ebf363369d19a812cad5,1,ArtifactResolutionException1:1;
BUILD_SUCCESSFUL,44,53,10,50af16b8daeb93c8e80049abc5b30b422eba206b,99ff09f731ca7068a067213d3b640d81a92a0dd9,0, 
BUILD_FAILURE,54,56,3,7cec68fe8ce1b32dcb299a9cddea2f7e3ec06904,39d6383fb18eff0f88c81791e8e78f7e64d72272,1,MojoFailureException1:3;
BUILD_SUCCESSFUL,57,79,23,76c073a2c0680e1ae837e5b60cdd4e00a93e530c,f979e8152e28b54400b3cf04e37fe4a6f0ad90fa,0, 
BUILD_FAILURE,80,80,1,dbbd99c6194fba4b175cf81d9850307f3f244201,dbbd99c6194fba4b175cf81d9850307f3f244201,1,ProjectBuildingException1:1;
BUILD_SUCCESSFUL,81,126,46,ee892fe285cf0dfca12f3af14620ca8063e80b78,6c3841bc1bc7739ec5ce8baa3c898a8efae27c35,0, 
BUILD_FAILURE,127,129,3,d911cdbc28d264945533f2a63254a4805740e356,27729900d9efb3ac659b3b47be162daf181457a4,1,PluginDescriptorParsingException1:3;
BUILD_SUCCESSFUL,130,134,5,51a3752a38e2dd6bdd747579aa2f352876f77fb0,3441f39cb0aa8179301f06dfbd5f3b65ba6147d4,0, 
BUILD_FAILURE,135,356,222,58008a92a045c44f7c4a8d880d4bcab831ad8d8f,bd084ee30dde96f89961ff1729ab2b350668c330,3,PluginDescriptorParsingException1:129;ProjectCycleException2:91;PluginDescriptorParsingException3:2;
BUILD_SUCCESSFUL,357,357,1,d3fc72c408d830eda6870c67cf0247f3bb0f0fd4,d3fc72c408d830eda6870c67cf0247f3bb0f0fd4,0, 
BUILD_FAILURE,358,398,41,e05774871b3b0c37eb34e55bcd240c9a42c3dd6e,45214e8b80adda206605fcb9ac876427c8770466,1,PluginDescriptorParsingException1:41;
