INDEX,COMMIT_ID,POM_FILE,BUILD_SUCCESSFUL,EXCEPTION,COMPONENT,ACTION
0,c18c30ad4a619ba2f1202a38c89276bdf5bafdda,false,false,,,
1,f7fb1e561763e37cf648b061b7c41a270b8bfdfd,false,false,,,
2,7f117dd245a72f6a7957913ad01331186e02bdf5,false,false,,,
3,d082cefbf5f19bffa62339d2acfce4f8a4342c56,false,false,,,
4,a1dc04d0754bd9960bbbd5764f1bf481be608cf5,true,false,ArtifactResolutionException,artifact,resolution
5,281a3a83993139cff1c71ac688fc4e9ff628cdaf,true,false,ArtifactResolutionException,artifact,resolution
6,bda9f172ee6e44d5a25de310f5630d47bc7ee543,true,false,MojoExecutionException,phase_descriptor,execution
7,96603dd8984e86a285436f1bc56c030b4979f2eb,true,false,MojoExecutionException,phase_descriptor,execution
8,3b75391f12a0d53925673f121f28bc12b1e29cc3,true,false,MojoExecutionException,phase_descriptor,execution
9,d1d6d1a161be395e9710ab6054dfe253aa0d9d81,true,false,MojoExecutionException,phase_descriptor,execution
10,a418e2806602fc6e263fda651b6b7f312cf9629e,true,false,MojoExecutionException,phase_descriptor,execution
11,52b26caedbf5310504e1daf9e58e71ce96a4c4b7,true,false,MojoExecutionException,phase_descriptor,execution
12,55709dff56db89da9945d0c20ff6bc30c2f743d4,true,false,MojoExecutionException,phase_descriptor,execution
13,f289037294979f552b61011e47cfe927d9eaf7a3,true,false,MojoExecutionException,phase_descriptor,execution
14,d92a8b75c91a43df9e1dedfb7d8dbcf969cda411,true,false,MojoExecutionException,phase_descriptor,execution
15,80c93a229ff234043f07e317a0b098619b0b8e27,true,false,MojoExecutionException,phase_descriptor,execution
16,7af7f756ae8a11297d11faa2442ad05e31711493,true,false,MojoExecutionException,phase_descriptor,execution
17,26117e6ce26c77cb19cf87c0adda6c7206b3b51b,true,false,MojoExecutionException,phase_descriptor,execution
18,ad89d18c98312c143344ea15cbb4ea98b605b85b,true,false,MojoExecutionException,phase_descriptor,execution
19,47220b1040d85ec04cb972541d1ef05a54f79459,true,false,MojoExecutionException,phase_descriptor,execution
20,f7d54b65f7eb860f8277a9c46cad3e9725b2ab06,true,false,MojoExecutionException,phase_descriptor,execution
21,c22393eadee6a5df47d794800791a8539ba33f39,true,false,MojoExecutionException,phase_descriptor,execution
22,6ed5c66defb066bb93f1a2ad8c2ffc36f15552c2,true,false,MojoExecutionException,phase_descriptor,execution
23,b16268306310916c2d01bd3453fbe98bf292a1f7,true,false,MojoExecutionException,phase_descriptor,execution
24,a2553a14c0f79116df201d1563744cf55a5d0e99,true,false,MojoExecutionException,phase_descriptor,execution
25,220558a579c488b0f6c8450640c68c9fb6d58597,true,false,MojoExecutionException,phase_descriptor,execution
26,f0b1ec811b8c875d74e7727092b13e7a1d369501,true,false,MojoExecutionException,phase_descriptor,execution
27,e4ed93d05f8f3553ea52bb17481e7422b786d769,true,false,MojoExecutionException,phase_descriptor,execution
28,40de6315e9da5200ac570610fc3af8706aefce4b,true,false,MojoExecutionException,phase_descriptor,execution
29,b9fd64f5d2283abb20543afa30969272be2e51f7,true,false,MojoExecutionException,phase_descriptor,execution
30,684af41e34267ff3ff45915320ed7dc5fa6e9a32,true,false,MojoExecutionException,phase_descriptor,execution
31,1ee7748dddbe969c91678b618af06448e2f9edc5,true,false,MojoExecutionException,phase_descriptor,execution
32,cc7e0a7066a492e68eae052bfa8be4cb3b4292a6,true,false,MojoExecutionException,phase_descriptor,execution
33,71293b3986a4deacba56350cafad5f57036eadb7,true,false,MojoExecutionException,phase_descriptor,execution
34,b1a747b1bd38d6dad454865732458e5d38980816,true,false,ProjectBuildingException,project_descriptor,execution
35,29b4ec2a56ebf377a2b79b48575beec0edefdce5,true,false,ProjectBuildingException,project_descriptor,execution
36,8826b8903b18a039cec46672ae39f80f849d4ed9,true,false,ProjectBuildingException,project_descriptor,execution
37,a9da9267777c04f9e6ae5b293cd22c113b51ddda,true,false,ArtifactResolutionException,artifact,resolution
38,b118923383080f1a2955a71d801e72d326a56824,true,false,ArtifactResolutionException,artifact,resolution
39,a0f527eb7e30b3ba68a76e78ea772defb1a73645,true,false,MojoExecutionException,phase_descriptor,execution
40,77f3d55343ac26b226b559063bf8f3ab0babea6e,true,false,MojoExecutionException,phase_descriptor,execution
41,1796811dae5fb501f6a6317585ea1723e31df90a,true,false,MojoExecutionException,phase_descriptor,execution
42,21920db14c038cccc3bbf9a8c393c500b680f8e6,true,false,MojoExecutionException,phase_descriptor,execution
43,034e14a9f23b85a806a003a003d562e9a7fa2ecb,true,false,ArtifactResolutionException,artifact,resolution
44,596d24b61f250114c9f241be7a47ef02f950a914,true,false,ArtifactResolutionException,artifact,resolution
45,a0e63beeb4b1744eff407b48cf08a2a7c632616e,true,false,ArtifactResolutionException,artifact,resolution
46,589d562edd2017e6bf7e3aeeae2d57241b9c802a,true,false,MojoExecutionException,phase_descriptor,execution
47,d4817532eb72433c8ba6bf75d3d9866a6581d510,true,false,MojoExecutionException,phase_descriptor,execution
48,c0b9f2593e086b5d7505b4c893243d888b1b2840,true,false,MojoExecutionException,phase_descriptor,execution
49,4cd90e534b5c1323b91b1185f006cf77550cdc98,true,false,MojoExecutionException,phase_descriptor,execution
50,29253a5df041d4ec23e2ed46567ab9577319b7b2,true,false,MojoExecutionException,phase_descriptor,execution
51,f03428b497d62c3d18930abce5fd501c59f99162,true,false,MojoExecutionException,phase_descriptor,execution
52,5a21e56c3466d40a7f1b900a67051052db7133ac,true,false,MojoExecutionException,phase_descriptor,execution
53,8840857131ea006b55070b7382dcdbf7d8a72e6c,true,false,MojoExecutionException,phase_descriptor,execution
54,1b6b5535d21e1bc8b5445d50085aec945907be8d,true,false,MojoExecutionException,phase_descriptor,execution
55,1b578f76bec6e8f105ec07838d7193e9c9a554a5,true,false,MojoExecutionException,phase_descriptor,execution
56,47e7fa6365ad585944b282772ad79b226f92c373,true,false,MojoExecutionException,phase_descriptor,execution
57,a1184dccfa003baf4e7c84425bbfaa9b5242f4b2,true,false,MojoExecutionException,phase_descriptor,execution
58,2712c8962a06ad14bd3fe2144d89152a9027ac43,true,false,MojoExecutionException,phase_descriptor,execution
59,8a1a2311b7bd223d49af1a360806ef5829e4e29e,true,false,MojoExecutionException,phase_descriptor,execution
60,4175e96e86a8770c022d973562cad84eef87fb18,true,false,MojoExecutionException,phase_descriptor,execution
61,bda0e6ef4f2fc0d53579ab04bdc1b2c849059089,true,false,MojoExecutionException,phase_descriptor,execution
62,1ec090742066a0a48f7dd442127ceff729862186,true,false,MojoExecutionException,phase_descriptor,execution
63,217285c537bd9a5cc983a9d6c6a72acbc2c3dcc2,true,false,MojoExecutionException,phase_descriptor,execution
64,0fed83561a847fbad05854f6e9f9d59aadf66ff4,true,false,MojoExecutionException,phase_descriptor,execution
65,532cfd5a3415dd4dcd95284c29f6f42da4784c92,true,false,MojoExecutionException,phase_descriptor,execution
66,8273c83094a4297feae2b4b3b6e92e48aa4788a1,true,false,MojoExecutionException,phase_descriptor,execution
67,4a8f9abcc2cb28eb9ebbcea77bc00715878bff08,true,false,MojoExecutionException,phase_descriptor,execution
68,20a94b6ca5ebd832140c3273421c33b2510d5f3f,true,false,MojoExecutionException,phase_descriptor,execution
69,575429bfb74124a94f6eef14926f150863654ae5,true,false,MojoExecutionException,phase_descriptor,execution
70,bdbb45468c1aa5234ba2b14d2db51eda58ceb17b,true,false,MojoExecutionException,phase_descriptor,execution
71,084bdad0003af51e933c627bee58ef48920707b6,true,false,MojoExecutionException,phase_descriptor,execution
72,03d7cc130b53d2817d4686956ad903f92419f3b0,true,true,,,
73,ac0f653e6eb30a5156660b116cc2ca6c053cc7c1,true,true,,,
74,3dcbf3d7af7ec7428b221c87537d0ff10f34cb2e,true,false,ArtifactResolutionException,artifact,resolution
75,80a88d77fe33f1fb634bf42f188f41a088ab6a9e,true,false,ArtifactResolutionException,artifact,resolution
76,9d6e37b01cf7c3b5c3bfa9d8da5c572484918d82,true,false,ArtifactResolutionException,artifact,resolution
77,5365f8cc3f8d39dc82ddebcae2ffec17561f15fb,true,true,,,
78,3587670d95b7c1272fda5fa002ea085d21324f92,true,true,,,
79,01c7dc92b31c4edde45a74704e3ae108f2b87740,true,true,,,
80,d47d7ba3f610ce41c0a6dca21695488799be829c,true,true,,,
81,f0886233a03591883fdea4955f486e9661f83dab,true,true,,,
82,87ffdd37fdcf3812da12c9cd49123dab616aae26,true,true,,,
83,c4cfe0967f24bafb2039ac94045e3555a39b7752,true,true,,,
84,823d89c0e8b3be888415b866d129f39085074d47,true,true,,,
85,f0df4c2ed2ec73b7b915016bb77401c171e8f85d,true,true,,,
86,39fe747f912a64da74a0322cef65a43489282c17,true,true,,,
87,f942dbcdff380c862d2787dd6aaced718b18c08b,true,true,,,
88,1d13e27395d8af7eca1840b91da6a5d1b5912e2f,true,true,,,
89,9860991f1d7fabf0278fa22983f00738a6ca69ac,true,true,,,
90,79ef6fab45852180c6b5b4ef4a6979f1eebf2b80,true,true,,,
91,86cf44e240d16a18a84c81c135bdde566ff5444b,true,true,,,
92,6df367263891cd78d0b95e6a779a08e8b2676cff,true,false,ArtifactResolutionException,artifact,resolution
93,9e191c7b6b96bdcbe27971168ee6f0a7955b2b04,true,false,ArtifactResolutionException,artifact,resolution
94,d84f9c1ab29ccbdec8682275161f68f7fb65c471,true,true,,,
95,2c58543daad70928bb97586a971607c2133b4545,true,true,,,
96,bd3841fa3daaee2555ef807316eb6195eba52e84,true,true,,,
97,1723804f2e108f390fb3ae15f872de4faca02d61,true,true,,,
98,5bb110640c665ca90da54201e090364923170fa3,true,true,,,
99,0dddf459253a00379a6a0800a880bb2e29849d78,true,true,,,
100,82fbb31b85e585c3f77141712bb7955cad72bd99,true,true,,,
101,30ac1975cfdaa6a03acf7b8d57eba71bd6e1e9cd,true,true,,,
