STATUS,START,END,SIZE,COMMIT_START,COMMIT_END,NUM_DIFF_EXCEPTION,EXCEPTION_:_SIZE
NO_POM,0,0,1,dcd9d1081dafb1b59a9831d358bb6d403f684239,dcd9d1081dafb1b59a9831d358bb6d403f684239,0, 
BUILD_FAILURE,1,4309,4309,80bb5935ea7f73bcb89a61010e5013b7875c8a81,89f2d366d4b0869a4e42ff265ccf4503dda4dc8b,22,ArtifactResolutionException1:2973;MojoExecutionException2:6;DependencyResolutionException3:4;MojoExecutionException4:42;ProjectBuildingException5:1;MojoExecutionException6:51;ProjectBuildingException7:33;MojoExecutionException8:34;ArtifactResolutionException9:72;MojoExecutionException10:252;ArtifactResolutionException11:24;MojoExecutionException12:140;ArtifactResolutionException13:3;MojoExecutionException14:389;ArtifactResolutionException15:1;MojoExecutionException16:32;ArtifactResolutionException17:41;MojoExecutionException18:119;ArtifactResolutionException19:1;MojoExecutionException20:67;ArtifactResolutionException21:1;MojoExecutionException22:23;
