STATUS,START,END,SIZE,COMMIT_START,COMMIT_END,NUM_DIFF_EXCEPTION,EXCEPTION_:_SIZE
NO_POM,0,0,1,1925087d1d509477da41886862b91b90a535782e,1925087d1d509477da41886862b91b90a535782e,0, 
BUILD_FAILURE,1,8,8,ef57fd77233e31c5c6c61cf83b898070f5d4d5fa,501eadb7b17460b36d755be7e3eed1f8dbe89c36,1,MojoExecutionException1:8;
NO_POM,9,9,1,35b17c62f9f9608b4bc8e48084b07b46e973699a,35b17c62f9f9608b4bc8e48084b07b46e973699a,0, 
BUILD_FAILURE,10,127,118,e7e6e7c5e537f04d7b1507ec8c074d6d3b13b280,bf9f30d72525859e7043cc23b51ad1c9ff94aa97,11,PluginExecutionException1:2;ArtifactResolutionException2:11;MojoExecutionException3:22;DependencyResolutionException4:3;MojoExecutionException5:5;ArtifactResolutionException6:2;MojoExecutionException7:15;DependencyResolutionException8:1;MojoExecutionException9:8;DependencyResolutionException10:9;MojoExecutionException11:40;
BUILD_SUCCESSFUL,128,163,36,337486fd7312bd191e864743cc5e92b5e5054f05,8c300b33dea10b44f1edd997d7583047bf89b566,0, 
BUILD_FAILURE,164,182,19,a041239b6a82d7250513df5855c8fd14393edea6,ba1ee8ea5296621e28fed4bc6ff803b5af8c8b26,1,ArtifactResolutionException1:19;
BUILD_SUCCESSFUL,183,183,1,5eed29afc4fbf49f094b9026e5f2b5c5cb46b60f,5eed29afc4fbf49f094b9026e5f2b5c5cb46b60f,0, 
BUILD_FAILURE,184,189,6,63b39fbf353549e8ec5d5954d7bbba1f7b610beb,7104501374f831d5e75c2dd44b03d0a692b6cd62,1,MojoExecutionException1:6;
BUILD_SUCCESSFUL,190,193,4,53e81af7f76f7abcc50c29e22c13118fe3a81c34,4c4e35714d01548d587ca9db041718fcb11d9da9,0, 
