STATUS,START,END,SIZE,COMMIT_START,COMMIT_END,NUM_DIFF_EXCEPTION,EXCEPTION_:_SIZE
BUILD_FAILURE,0,2967,2968,f176ef3bff89c09147bcdc82dca3fd44001c6c18,a4ce3148916c940fa204b713795bb21e8d0cd42e,25,ModelParseException1:2083;ArtifactResolutionException2:670;PluginExecutionException3:1;ArtifactResolutionException4:56;PluginExecutionException5:1;ArtifactResolutionException6:1;PluginExecutionException7:1;ArtifactResolutionException8:3;PluginExecutionException9:1;ArtifactResolutionException10:2;PluginExecutionException11:1;ArtifactResolutionException12:4;PluginExecutionException13:1;ArtifactResolutionException14:37;PluginExecutionException15:11;ArtifactResolutionException16:1;PluginExecutionException17:6;ModelParseException18:1;PluginExecutionException19:1;MojoFailureException20:2;PluginExecutionException21:4;DependencyResolutionException22:5;ArtifactResolutionException23:14;DependencyResolutionException24:34;MojoFailureException25:27;
