STATUS,START,END,SIZE,COMMIT_START,COMMIT_END,NUM_DIFF_EXCEPTION,EXCEPTION_:_SIZE
NO_POM,0,0,1,4270c4ae163723f66245dfcc64f8427f302c33a2,4270c4ae163723f66245dfcc64f8427f302c33a2,0, 
BUILD_FAILURE,1,3,3,b4c232c74fe32fcb12f934034a8fb2af0763690b,7ae89e7058d4873dbffb43ebe8d6411522e523d8,1,ProjectBuildingException1:3;
BUILD_SUCCESSFUL,4,24,21,aaeb68f5b6a8abb1b8cb88d25b484aeb9b7b5e39,66376c8d75488af8c09ddf62320dfe2aa3cd6ea4,0, 
BUILD_FAILURE,25,25,1,cf67f061a6b75262ec1835219e125c7ce525a485,cf67f061a6b75262ec1835219e125c7ce525a485,1,InvalidPluginDescriptorException1:1;
BUILD_SUCCESSFUL,26,69,44,dc60ed50d0e9da97cdf7efd53a30a48ed847be22,bb5a12449915e989407ebaba6a235dfa8aea9f41,0, 
BUILD_FAILURE,70,110,41,7e7fe16d3db7fdf0ed73c5109e789ac498bced5c,d1961e97f1871be0578e10284b8d3c997410e76e,2,DependencyResolutionException1:24;ArtifactResolutionException2:17;
BUILD_SUCCESSFUL,111,172,62,adc4b144ab50e602e206ce1b98f585271194c6eb,15f323cae9ac93e5d3255a106626800e14e29599,0, 
BUILD_FAILURE,173,175,3,dc567d3e94829b4950c94e63c4ec8b781eb765be,3e0845248149928f3b71ee41acdcd65220a9df57,1,MojoFailureException1:3;
BUILD_SUCCESSFUL,176,208,33,1a9e311f71efe8d0028846e7abb379913115eab1,c744a97ce07d0f479eafa13b98f70ed890b7bd1e,0, 
BUILD_FAILURE,209,211,3,7ce34c83b0ad1efeae2402f3d6065da53d317f1e,b61aada65d26c36f7ce23bbacc860a1a43e18fa5,1,DependencyResolutionException1:3;
BUILD_SUCCESSFUL,212,222,11,3f4caa10f8b6ec9f643e934fdddd587fc9d59636,41a21387e42729376e75ff31f06c873fb856ef07,0, 
BUILD_FAILURE,223,235,13,2999a68f1b47f5f20de9dd3ee90d1e621ea8ae92,3a09c7b0f2e835acaabbb32bb893aa376da63fa9,1,ArtifactResolutionException1:13;
