STATUS,START,END,SIZE,COMMIT_START,COMMIT_END,NUM_DIFF_EXCEPTION,EXCEPTION_:_SIZE
NO_POM,0,574,575,53a76df1682af43b9a268c178ff85aed4486e785,6b2bc88c4aa97486989e4cd0cccd677587ba1bf7,0, 
BUILD_FAILURE,575,701,127,1c79a730e9a57587e81e96297beea81c22e98499,d61a0a6abe316622c8e3c3c0e80f657205bc2790,1,DependencyResolutionException1:127;
BUILD_SUCCESSFUL,702,873,172,698e4323b877caedfac8109d8fb32b85f9f30593,7817e2aadc7cada6cc5b1e4fd24556a214633a65,0, 
BUILD_FAILURE,874,875,2,d99ab9398db592b29d622da259cddebcd2720e02,4dcf568fbfcbd3072cb6da482245812f6f486133,1,MojoFailureException1:2;
BUILD_SUCCESSFUL,876,882,7,5c26413e1865b6ef2f444c92a7bff9eacee70c39,782002c6277d5ebb245a8aaaad6fb674902b2fff,0, 
BUILD_FAILURE,883,883,1,800c1395d7aa880a2a0482dbd602062fdaff8697,800c1395d7aa880a2a0482dbd602062fdaff8697,1,MojoFailureException1:1;
BUILD_SUCCESSFUL,884,887,4,bee685ce737ae8deb40403c60b33a3c08a8b7338,c79eb7f24202a239c8cbf9d672206cc808aafb6f,0, 
BUILD_FAILURE,888,889,2,9cf03955164d58401e2e6351eaf458a90ce3e52a,9679d3d23d4004ea735c2f034de956ce68c1d255,1,MojoFailureException1:2;
BUILD_SUCCESSFUL,890,926,37,9aee213704b3b4163e56da5eb0fc2e5bb2fb3d76,5cea9e8699d437c7181395b8d4113f8ed9d73867,0, 
BUILD_FAILURE,927,1015,89,e9da02860464f40a373385a7f3d425971e3bee64,cf5ba5a616606eb5720938f3a4d9ce3c39c34244,3,MojoFailureException1:27;ArtifactResolutionException2:1;MojoFailureException3:61;
BUILD_SUCCESSFUL,1016,1105,90,7f6fd98f1526efbb02e4fad0694a656055fdbfdd,45610cc7f425a98de34c32e3f44f008fa658a571,0, 
BUILD_FAILURE,1106,1106,1,4a69192661e7267c4c31cda29ab3e27a346ea090,4a69192661e7267c4c31cda29ab3e27a346ea090,1,MojoFailureException1:1;
BUILD_SUCCESSFUL,1107,1161,55,05f487c9872369ced314ac9a01f2dafa3bf9c1b9,751943aa960410c71e4a459b14fbdcc2ee5bb9c8,0, 
BUILD_FAILURE,1162,1172,11,568d7befcded51b4ab5692b41f5d8933b433fa8f,33892da9ab5c58652a7fbfbdb6ac7814002a3684,1,DependencyResolutionException1:11;
BUILD_SUCCESSFUL,1173,1180,8,4dae6625955865ad76f9b8e887ff7c3be61b19d9,21b1b4d037a8cda83c13b3f818a21d5f008e217e,0, 
BUILD_FAILURE,1181,1199,19,9a33fe2f876b9d698edf9ebe09d4ed4b84875e7b,afe7fb5a60b5de43be5261fde648cb0c82762ee4,1,DependencyResolutionException1:19;
BUILD_SUCCESSFUL,1200,1233,34,e739fcbc86379ab4dac366b1079a2fd094f37818,052f26ea2d3903c3ee9ca6943f57c4598d21440a,0, 
BUILD_FAILURE,1234,1238,5,481df12b53b9ed4b7c56ef98fccb3637a8255792,f455f913ba5d6952e785498f4bd7fb4323433c3e,1,DependencyResolutionException1:5;
BUILD_SUCCESSFUL,1239,1263,25,ce4c50f0aaad3de9d84599944c338f844d9b9f08,0e1ffa3be3cbb264155fc9438a8861c63ad3db23,0, 
NO_POM,1264,1267,4,3ce9743ee83a2cbcce6474d0302356aef2427e2f,1077c245ad341b131189293da32bd191b23f0d0b,0, 
BUILD_FAILURE,1268,1842,575,5594eed420236e6f412304dd7829781ff8c5c7f5,0aa783625a3c135e07132cd8809a3543c64a8307,13,ProjectBuildingException1:4;DependencyResolutionException2:13;ProjectBuildingException3:2;DependencyResolutionException4:176;ArtifactResolutionException5:1;DependencyResolutionException6:108;ArtifactResolutionException7:1;DependencyResolutionException8:107;ArtifactResolutionException9:1;MojoExecutionException10:8;DependencyResolutionException11:73;MojoExecutionException12:26;DependencyResolutionException13:55;
BUILD_SUCCESSFUL,1843,1843,1,68065b23bdf4c2e1b70a59c8f47600e5b977760c,68065b23bdf4c2e1b70a59c8f47600e5b977760c,0, 
BUILD_FAILURE,1844,1869,26,c091fca53473ef921bbc928db4d7830f9e1c09d5,c277f618ab5bf9a7e7855c3abdb35393055544f7,1,DependencyResolutionException1:26;
BUILD_SUCCESSFUL,1870,1870,1,f083ba52e03781e7b436b022f41b22c0943b736b,f083ba52e03781e7b436b022f41b22c0943b736b,0, 
BUILD_FAILURE,1871,1874,4,be62f5e5d7d172eb14941e82c7e8a271bd96b7d0,69d384a9ac1418e67ebf022eebb39d59dc9c22c9,1,DependencyResolutionException1:4;
BUILD_SUCCESSFUL,1875,1875,1,db8718305928218b9d6b03f85ea997a6c7ffe916,db8718305928218b9d6b03f85ea997a6c7ffe916,0, 
BUILD_FAILURE,1876,1917,42,d7319ad4c4ebf4dfa7c170594ecbe01c79be97bb,3cf6fa4f112b2f1a39c08b7632abdd810e5d8d2f,1,DependencyResolutionException1:42;
BUILD_SUCCESSFUL,1918,1942,25,62841c0f43d9aa91caffec982875c4633fe08bc3,2f5ac87b151723cea1a0ce6a65ab952bb8a64fc1,0, 
