INDEX,COMMIT_ID,POM_FILE,BUILD_SUCCESSFUL,EXCEPTION,COMPONENT,ACTION
0,44cc55ac27ffac08e69429f2d4062ab889dad718,false,false,,,
1,b466b6f519af5437123285a8def1c744ee688128,true,false,ProjectBuildingException,project_descriptor,execution
2,b4002aefff1b6c443f180abe72501fe8f462b829,true,false,ProjectBuildingException,project_descriptor,execution
3,6b9edaa2a9fa767c98fd8ec0a22625b31c2da338,true,false,ArtifactResolutionException,artifact,resolution
4,3b8301829b6888f94cdda27068de8a7853be9fb0,true,false,ArtifactResolutionException,artifact,resolution
5,737a6acc8f4f29cf9918683b1951f58f3c5da6fd,true,false,ArtifactResolutionException,artifact,resolution
6,fb0be304f9d389fbf0b2ac1db438942620f6d459,true,false,ArtifactResolutionException,artifact,resolution
7,9e3dbc43af1303991a0b48cabe3847b7ef846b6f,true,false,ArtifactResolutionException,artifact,resolution
8,a253aaa61d60ffbe37c47eee28e22690e468282e,true,false,ArtifactResolutionException,artifact,resolution
9,3a8b7f15613ec7490ead2dfde7dd6f17ff85a214,true,false,ArtifactResolutionException,artifact,resolution
10,a0c50f6bf80eb6d4c2ccabee4b25c6a25fc1e341,true,false,ArtifactResolutionException,artifact,resolution
11,e51259055b6bfab221109f20268f5ee9e9d40de1,true,false,ArtifactResolutionException,artifact,resolution
12,fce1d98b2da23dea303721155b0bb9085a0cc67d,true,false,ArtifactResolutionException,artifact,resolution
13,17ae4448739c9104389738a392eb74b52b309fae,true,false,ArtifactResolutionException,artifact,resolution
14,b61684d9865d89dd8bd02a2266727bb801473283,true,false,ProjectBuildingException,project_descriptor,execution
15,e76f59e89b4e422a4b406256a201acf53026c76c,true,false,ProjectBuildingException,project_descriptor,execution
16,f4ff5cb1849f09f65681ff74718cf6ecda38ff4e,true,false,ProjectBuildingException,project_descriptor,execution
17,7b4840bf65cb47776e379eee6c47f0bdeda89fcb,true,false,ProjectBuildingException,project_descriptor,execution
18,8a40ba089d0cbf840fc16d335ce23aac928ad028,true,false,ProjectBuildingException,project_descriptor,execution
19,7bd6ea4324863233203053d3186b0f5c02b3d11e,true,false,ProjectBuildingException,project_descriptor,execution
20,780b3e82c9eb28100b59fed76bb01ba5a78c51e5,true,false,ProjectBuildingException,project_descriptor,execution
21,6ebf0d5b623eb8fb17a44af69a7bea4457c576e9,true,false,ProjectBuildingException,project_descriptor,execution
22,4d55589b846858d5700cee4ccb82e19e11c28c3c,true,false,ProjectBuildingException,project_descriptor,execution
23,c757a817be68b7a427e09ac87b1aa284ae0b2b8a,true,false,ProjectBuildingException,project_descriptor,execution
24,5411b359da40fade6d0f8c10aae13183734bc3a0,true,false,ProjectBuildingException,project_descriptor,execution
25,070e3710148aef905ae51c99fa3c41f414e85b0b,true,false,ProjectBuildingException,project_descriptor,execution
26,036e8e06faee54b78ba6672ba5e2c9b975b095c0,true,false,DependencyResolutionException,dependency,resolution
27,2cb186f767962dbde9f528ab5b350882698ffceb,true,false,DependencyResolutionException,dependency,resolution
28,4d46d044f7ef28e66b0b779f7998b458affbf978,true,false,DependencyResolutionException,dependency,resolution
29,0d151aa758f8f7901fc8b21265299d723d63c371,true,false,DependencyResolutionException,dependency,resolution
30,95840a2de055207a925e0f74a62f9890bd10be08,true,false,DependencyResolutionException,dependency,resolution
31,36778b6c51227082f5516c100548bf22614bdffe,true,false,DependencyResolutionException,dependency,resolution
32,be0e5b90e3586ebf2230715861945b607aaaf7a8,true,false,DependencyResolutionException,dependency,resolution
33,99b40358c7be533219ef19124b910cfffd8e63b9,true,false,DependencyResolutionException,dependency,resolution
34,830086247705c53ff907d0bf9a1725f0544d707e,true,false,DependencyResolutionException,dependency,resolution
35,dd596947c48115808a4369c5917e2c772cbc8788,true,false,DependencyResolutionException,dependency,resolution
36,41b8e24c73cb9565b9bd7f00cd85d37055699675,true,false,DependencyResolutionException,dependency,resolution
37,59a133f5a1b3f052d05d40cbd316b79e2cbe4558,true,false,DependencyResolutionException,dependency,resolution
38,7553e81fb29d0f83a240b11025b42aab52a4c761,true,false,DependencyResolutionException,dependency,resolution
39,846bb716bee5a2ddc5af3d02100e3a1404447965,true,false,DependencyResolutionException,dependency,resolution
40,913fe0cf002dd40209e6af871ecf7e27a062ab1f,true,false,DependencyResolutionException,dependency,resolution
41,0d8ef725e8a37bad6d9603b029e265506de3b3e8,true,false,DependencyResolutionException,dependency,resolution
42,ebcc879ecd3d5b92f79f21965c65629a8f5acb71,true,false,DependencyResolutionException,dependency,resolution
43,d3e9f60e4eaceb0948a8d2a714b7956c1998e681,true,false,DependencyResolutionException,dependency,resolution
44,46ae4aeb0f11c03b726c1ff2b4465aaa3ec176ec,true,false,DependencyResolutionException,dependency,resolution
45,eaee60802913d3edeffbd9a3077e90519ba7f2b3,true,false,DependencyResolutionException,dependency,resolution
46,5eb822e9e9c8785ca533dbe3d4be535f7894c5d8,true,false,DependencyResolutionException,dependency,resolution
47,16ad11a7584b304b287ceb1aa072e38a8e40c83c,true,false,DependencyResolutionException,dependency,resolution
48,687f4ceaf4acd67e8358bad286581889b3a97f49,true,false,DependencyResolutionException,dependency,resolution
49,7ceff365fe8f39b03253667eb666a92a92fbb4f2,true,false,DependencyResolutionException,dependency,resolution
50,666c058ee5dd8413ba8d2f6a739b78b35f931224,true,false,DependencyResolutionException,dependency,resolution
51,b6cc61e186b123fe7774f057ab3555ec6235f115,true,false,DependencyResolutionException,dependency,resolution
52,56c981061585cb759c2193f13c1bc4c33b0aa3e4,true,false,DependencyResolutionException,dependency,resolution
